price,taxes,outbound 1 airport departure,outbound 1 airport arrival,outbound 1 time departure,outbound 1 time arrival,outbound 1 flight number,outbound 2 airport departure,outbound 2 airport arrival,outbound 2 time departure,outbound 2 time arrival,outbound 2 flight number,inbound 1 airport departure,inbound 1 airport arrival,inbound 1 time departure,inbound 1 time arrival,inbound 1 flight number,inbound 2 airport departure,inbound 2 airport arrival,inbound 2 time departure,inbound 2 time arrival,inbound 2 flight number
556,29,MAD,LPA,2024/02/18 07:05,2024/02/18 09:00,UX9156,LPA,FUE,2024/02/18 17:00,2024/02/18 17:40,UX2127,FUE,LPA,2024/04/16 10:30,2024/04/16 11:10,UX2122,LPA,MAD,2024/04/16 18:00,2024/04/16 21:50,UX9165
590.84,28.839999999999996,MAD,TFN,2024/02/18 11:40,2024/02/18 13:35,UX9118,TFN,FUE,2024/02/18 15:20,2024/02/18 16:10,UX2139,FUE,LPA,2024/04/16 10:30,2024/04/16 11:10,UX2122,LPA,MAD,2024/04/16 18:00,2024/04/16 21:50,UX9165
590.84,28.839999999999996,MAD,TFN,2024/02/18 11:40,2024/02/18 13:35,UX9118,TFN,FUE,2024/02/18 15:20,2024/02/18 16:10,UX2139,FUE,LPA,2024/04/16 10:30,2024/04/16 11:10,UX2122,LPA,MAD,2024/04/16 18:00,2024/04/16 21:50,UX9165
591,29,MAD,LPA,2024/02/18 07:05,2024/02/18 09:00,UX9156,LPA,FUE,2024/02/18 17:00,2024/02/18 17:40,UX2127,FUE,LPA,2024/04/16 10:30,2024/04/16 11:10,UX2122,LPA,MAD,2024/04/16 18:00,2024/04/16 21:50,UX9165
591,29,MAD,LPA,2024/02/18 07:05,2024/02/18 09:00,UX9156,LPA,FUE,2024/02/18 17:00,2024/02/18 17:40,UX2127,FUE,LPA,2024/04/16 10:30,2024/04/16 11:10,UX2122,LPA,MAD,2024/04/16 18:00,2024/04/16 21:50,UX9165
683.85,324.85,MAD,AUH,2024/03/18 14:00,2024/03/18 23:40,UX2703,,,,,,AUH,MAD,2024/04/16 07:30,2024/04/16 12:30,UX2702,,,,,
2059.85,358.85,MAD,AUH,2024/03/18 14:00,2024/03/18 23:40,UX2703,,,,,,AUH,MAD,2024/04/16 07:30,2024/04/16 12:30,UX2702,,,,,
2544.85,358.85,MAD,AUH,2024/03/18 14:00,2024/03/18 23:40,UX2703,,,,,,AUH,MAD,2024/04/16 07:30,2024/04/16 12:30,UX2702,,,,,
684.13,325.13,MAD,AUH,2024/03/02 14:00,2024/03/02 23:40,UX2703,,,,,,AUH,MAD,2024/04/16 07:30,2024/04/16 12:30,UX2702,,,,,
1541.13,359.13,MAD,AUH,2024/03/02 14:00,2024/03/02 23:40,UX2703,,,,,,AUH,MAD,2024/04/16 07:30,2024/04/16 12:30,UX2702,,,,,
2545.13,359.13,MAD,AUH,2024/03/02 14:00,2024/03/02 23:40,UX2703,,,,,,AUH,MAD,2024/04/16 07:30,2024/04/16 12:30,UX2702,,,,,
2545.13,359.13,MAD,AUH,2024/03/02 14:00,2024/03/02 23:40,UX2703,,,,,,AUH,MAD,2024/04/16 07:30,2024/04/16 12:30,UX2702,,,,,
3402.13,393.13,MAD,AUH,2024/03/02 14:00,2024/03/02 23:40,UX2703,,,,,,AUH,MAD,2024/04/16 07:30,2024/04/16 12:30,UX2702,,,,,
4406.13,393.13,MAD,AUH,2024/03/02 14:00,2024/03/02 23:40,UX2703,,,,,,AUH,MAD,2024/04/16 07:30,2024/04/16 12:30,UX2702,,,,,
684.13,325.13,MAD,AUH,2024/02/02 14:00,2024/02/02 23:40,UX2703,,,,,,AUH,MAD,2024/02/16 07:30,2024/02/16 12:30,UX2702,,,,,
1541.13,359.13,MAD,AUH,2024/02/02 14:00,2024/02/02 23:40,UX2703,,,,,,AUH,MAD,2024/02/16 07:30,2024/02/16 12:30,UX2702,,,,,
2545.13,359.13,MAD,AUH,2024/02/02 14:00,2024/02/02 23:40,UX2703,,,,,,AUH,MAD,2024/02/16 07:30,2024/02/16 12:30,UX2702,,,,,
2545.13,359.13,MAD,AUH,2024/02/02 14:00,2024/02/02 23:40,UX2703,,,,,,AUH,MAD,2024/02/16 07:30,2024/02/16 12:30,UX2702,,,,,
3402.13,393.13,MAD,AUH,2024/02/02 14:00,2024/02/02 23:40,UX2703,,,,,,AUH,MAD,2024/02/16 07:30,2024/02/16 12:30,UX2702,,,,,
4406.13,393.13,MAD,AUH,2024/02/02 14:00,2024/02/02 23:40,UX2703,,,,,,AUH,MAD,2024/02/16 07:30,2024/02/16 12:30,UX2702,,,,,
